,class,number_of_exclamation_mark,number_of_question_mark,number_of_full_stop_mark,number_of_hateful_words,number_of_neutral_words,number_of_interjections,number_of_all_caps_words,number_of_quotation_marks,number_of_words,number_of_laughing_expressions,hate_speech_unigrams,hate_speech_bigrams,hate_speech_trigrams,unigrams,bigrams,trigrams,pattern_count,patterns,sentiment,topic
9554,1,0,0,0,0,15,0,1,0,38,0,2,0,0,"[('think',), ('feel',)]",[],[],4,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('PRP', 'VBP')}",0.5859,0
9555,1,0,0,1,1,0,0,0,0,21,0,5,0,0,"[('white',), ('mean',), ('nation',), ('stop',), ('tri',)]",[],[],8,"{('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",-0.6908,0
9556,1,0,0,1,2,3,0,0,0,11,0,2,0,0,"[('peopl',), ('kill',)]",[],[],3,"{('NNS', 'VBP'), ('IN', 'NN'), ('NNS', 'IN')}",-0.34,0
9557,1,0,0,1,1,1,0,0,0,13,0,2,0,0,"[('look',), ('class',)]",[],[],5,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'NN')}",-0.296,0
9558,1,0,0,0,1,3,0,3,0,36,0,7,2,0,"[('trash',), ('white',), ('come',), ('want',), ('right',), ('class',), ('person',)]","[('white', 'person'), ('white', 'trash')]",[],8,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.128,1
9559,1,0,0,3,0,0,0,0,0,4,0,1,0,0,"[('true',)]",[],[],1,"{('NN', 'NN')}",0.7841,0
9560,1,0,0,6,0,1,0,0,0,14,0,1,0,0,"[('nt',)]",[],[],3,"{('JJ', 'NN'), ('IN', 'NN'), ('PRP', 'VBP')}",0.0,0
9561,1,0,0,1,0,0,0,0,0,4,0,2,0,0,"[('crap',), ('yo',)]",[],[],2,"{('NN', 'NN'), ('DT', 'NN')}",-0.3818,0
9562,1,0,0,1,1,2,0,0,0,25,0,5,1,0,"[('race',), ('need',), ('like',), ('sound',), ('person',)]","[('sound', 'like')]",[],7,"{('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ')}",0.4118,0
9563,0,0,0,1,0,2,0,2,0,21,0,5,0,0,"[('destroy',), ('race',), ('mean',), ('differ',), ('tri',)]",[],[],6,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'NN')}",-0.7717,1
9564,1,0,0,1,0,1,0,1,0,7,0,1,0,0,"[('race',)]",[],[],2,"{('IN', 'NN'), ('TO', 'VB')}",0.0,1
9565,1,0,0,1,0,1,0,0,0,15,0,2,0,0,"[('race',), ('want',)]",[],[],3,"{('PRP', 'VBP'), ('TO', 'VB'), ('JJ', 'NNS')}",-0.1139,0
9566,1,0,0,1,0,2,0,0,0,30,0,7,3,0,"[('race',), ('govern',), ('peopl',), ('white',), ('divers',), ('forc',), ('non',)]","[('white', 'peopl'), ('white', 'race'), ('non', 'white')]",[],9,"{('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.0,1
9567,1,0,0,1,0,1,0,0,0,5,0,0,0,0,[],[],[],1,"{('PRP', 'VBP')}",0.0,1
9568,1,0,1,0,0,0,0,0,0,6,0,1,0,0,"[('not',)]",[],[],2,"{('IN', 'DT'), ('PRP', 'VBP')}",0.1877,0
9569,1,0,0,1,0,1,0,0,0,20,0,3,0,0,"[('help',), ('hit',), ('time',)]",[],[],8,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.25,1
9570,1,0,1,2,1,12,0,12,0,48,0,14,1,0,"[('black',), ('murder',), ('talk',), ('attack',), ('year',), ('white',), ('young',), ('girl',), ('tv',), ('youtub',), ('live',), ('old',), ('man',), ('kill',)]","[('white', 'girl')]",[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN'), ('NNS', 'IN')}",-0.91,1
9571,1,1,0,1,0,3,0,0,0,21,0,6,0,0,"[('arm',), ('fight',), ('video',), ('girl',), ('babi',), ('dude',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.4199,0
9572,1,0,0,1,0,0,0,0,0,19,0,4,0,0,"[('black',), ('femal',), ('fight',), ('tri',)]",[],[],7,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('IN', 'NN')}",-0.3612,0
9573,1,0,0,1,1,1,0,6,0,19,0,6,0,0,"[('black',), ('cop',), ('fight',), ('girl',), ('citi',), ('youtub',)]",[],[],7,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.7506,0
9574,1,1,0,0,1,1,0,0,0,16,0,3,0,0,"[('shoot',), ('stop',), ('open',)]",[],[],2,"{('JJ', 'NN'), ('IN', 'NN')}",-0.7777,0
9575,1,0,0,0,0,1,0,0,0,1,0,1,0,0,"[('youtub',)]",[],[],0,set(),0.0,1
9576,1,0,0,1,0,2,0,0,0,8,0,5,0,0,"[('govern',), ('white',), ('american',), ('want',), ('nt',)]",[],[],1,"{('JJ', 'NN')}",0.0772,1
9577,1,0,0,1,0,4,0,1,0,29,0,6,0,0,"[('black',), ('mayb',), ('white',), ('american',), ('come',), ('want',)]",[],[],5,"{('JJ', 'NNS'), ('PRP', 'VBP'), ('NN', 'IN'), ('TO', 'VB'), ('DT', 'NN')}",0.0602,0
9578,1,0,0,1,1,4,0,0,0,33,0,8,0,0,"[('black',), ('attack',), ('video',), ('hous',), ('mother',), ('white',), ('femal',), ('tri',)]",[],[],9,"{('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('DT', 'JJ'), ('DT', 'NN')}",-0.5423,0
9579,0,0,0,1,0,1,0,2,0,23,0,8,0,0,"[('thing',), ('exact',), ('ape',), ('white',), ('great',), ('know',), ('say',), ('hate',)]",[],[],6,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('PRP', 'VBP'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ')}",0.128,1
9580,1,0,0,3,1,3,0,0,0,24,0,5,0,0,"[('black',), ('way',), ('youtub',), ('man',), ('kill',)]",[],[],5,"{('NNS', 'VBP'), ('NN', 'IN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.9136,1
9581,1,0,0,1,0,1,0,0,0,6,0,1,0,0,"[('video',)]",[],[],2,"{('NNS', 'VBP'), ('IN', 'DT')}",0.2732,1
9582,0,0,0,1,0,1,0,0,0,17,0,1,0,0,"[('nt',)]",[],[],3,"{('IN', 'NN'), ('NNS', 'IN'), ('PRP', 'VBP')}",0.0,1
9583,0,1,0,0,0,1,0,0,0,10,0,1,0,0,"[('send',)]",[],[],3,"{('DT', 'JJ'), ('JJ', 'NN'), ('TO', 'VB')}",0.0,1
9584,1,0,1,0,0,0,0,0,0,8,0,1,0,0,"[('need',)]",[],[],1,"{('PRP', 'VBP')}",0.0,1
9585,1,0,0,1,0,3,0,2,0,23,0,7,2,0,"[('black',), ('attack',), ('girl',), ('white',), ('youtub',), ('man',), ('high',)]","[('white', 'girl'), ('white', 'man')]",[],6,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",-0.7096,0
9586,1,0,0,1,0,0,0,1,0,2,0,0,0,0,[],[],[],1,"{('JJ', 'NN')}",0.0,1
9587,1,0,0,1,0,4,0,1,0,22,0,7,0,0,"[('black',), ('attack',), ('eye',), ('white',), ('youtub',), ('man',), ('state',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('JJ', 'NN'), ('IN', 'NN'), ('NNS', 'IN')}",-0.7351,0
9588,1,1,0,0,2,1,0,0,0,16,0,5,0,0,"[('children',), ('youtub',), ('open',), ('home',), ('woman',)]",[],[],5,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN')}",0.0,1
9589,1,0,0,0,0,3,0,0,0,9,0,3,0,0,"[('youtub',), ('use',), ('video',)]",[],[],2,"{('JJ', 'NN'), ('TO', 'VB')}",-0.1779,1
9590,1,0,0,1,0,0,0,0,0,4,0,0,0,0,[],[],[],0,set(),0.0,0
9591,1,0,0,1,0,2,0,1,0,4,0,2,0,0,"[('saw',), ('yes',)]",[],[],1,"{('NNS', 'VBP')}",0.4019,0
9592,1,0,0,1,1,1,0,0,0,14,0,3,1,0,"[('white',), ('person',), ('stop',)]","[('white', 'person')]",[],3,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT')}",-0.2263,0
9593,1,0,0,1,0,1,0,0,0,3,0,0,0,0,[],[],[],0,set(),-0.3818,1
9594,1,1,0,0,0,3,0,2,0,22,0,5,0,0,"[('post',), ('wait',), ('great',), ('end',), ('nt',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('DT', 'JJ'), ('DT', 'NN')}",0.6588,1
9595,1,1,0,0,0,1,0,1,0,6,0,1,0,0,"[('know',)]",[],[],3,"{('DT', 'NN'), ('JJ', 'NN'), ('PRP', 'VBP')}",0.6114,1
9596,1,0,0,3,0,7,0,1,0,30,0,5,0,0,"[('long',), ('caus',), ('year',), ('mayb',), ('wrong',)]",[],[],5,"{('JJ', 'NNS'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'NN')}",0.6761,1
9597,1,0,0,1,0,4,0,1,0,8,0,3,0,0,"[('yes',), ('time',), ('seen',)]",[],[],1,"{('JJ', 'NNS')}",0.4019,0
9598,1,1,0,0,2,3,0,0,0,10,0,5,0,0,"[('god',), ('work',), ('like',), ('nt',), ('tell',)]",[],[],2,"{('IN', 'DT'), ('JJ', 'NN')}",0.4199,0
9599,1,0,0,1,1,1,0,2,0,16,0,2,0,0,"[('negro',), ('famili',)]",[],[],5,"{('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",-0.296,0
9600,1,0,0,0,1,0,0,1,0,11,0,4,1,0,"[('look',), ('like',), ('week',), ('world',)]","[('look', 'like')]",[],3,"{('NN', 'IN'), ('IN', 'DT'), ('DT', 'NN')}",0.3612,0
9601,1,0,0,1,1,2,0,1,0,30,0,3,0,0,"[('jew',), ('person',), ('attack',)]",[],[],8,"{('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.8934,1
9602,1,0,0,0,0,0,0,0,0,5,0,0,0,0,[],[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",0.0,0
9603,1,0,0,1,0,1,0,0,0,21,0,4,0,0,"[('south',), ('babi',), ('white',), ('lot',)]",[],[],5,"{('JJ', 'NNS'), ('NN', 'IN'), ('NN', 'CC'), ('IN', 'DT'), ('DT', 'NN')}",0.0,1
9604,1,0,0,1,0,0,0,0,0,6,0,3,0,0,"[('peopl',), ('men',), ('white',)]",[],[],1,"{('JJ', 'NNS')}",0.0,1
9605,1,0,1,8,5,5,0,0,0,23,0,5,0,0,"[('black',), ('women',), ('asian',), ('dumb',), ('men',)]",[],[],3,"{('NNS', 'VBP'), ('JJ', 'NN'), ('JJ', 'NNS')}",-0.8957,0
9606,1,0,0,0,1,1,0,1,0,5,0,4,1,0,"[('tv',), ('white',), ('stupid',), ('man',)]","[('white', 'man')]",[],2,"{('JJ', 'NN'), ('NN', 'NN')}",-0.5267,0
9607,1,1,0,0,0,1,1,1,0,1,0,1,0,0,"[('yes',)]",[],[],0,set(),0.4574,0
9608,1,0,0,1,0,1,0,0,0,13,0,2,0,0,"[('guy',), ('white',)]",[],[],5,"{('NN', 'CC'), ('JJ', 'NN'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.4019,0
9609,0,1,0,4,1,1,0,0,0,7,0,2,0,0,"[('black',), ('ugli',)]",[],[],1,"{('DT', 'JJ')}",-0.5562,0
9610,1,0,1,0,0,2,0,0,0,16,0,2,1,0,"[('look',), ('like',)]","[('look', 'like')]",[],7,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('NNS', 'IN')}",0.2975,0
9611,1,0,0,1,0,2,0,0,0,5,0,1,0,0,"[('look',)]",[],[],1,"{('DT', 'NN')}",0.0,1
9612,1,0,0,1,0,1,0,0,0,24,0,4,0,0,"[('black',), ('home',), ('famili',), ('video',)]",[],[],7,"{('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.3818,0
9613,1,0,1,0,0,0,0,0,0,4,0,1,0,0,"[('peopl',)]",[],[],0,set(),0.0,1
9614,1,0,0,1,0,0,0,0,0,1,0,0,0,0,[],[],[],0,set(),0.0,1
9615,1,0,0,1,0,0,0,3,0,22,0,8,0,0,"[('life',), ('learn',), ('watch',), ('find',), ('tv',), ('show',), ('want',), ('good',)]",[],[],5,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN')}",0.5423,0
9616,1,0,0,2,0,1,0,0,0,4,0,0,0,0,[],[],[],0,set(),0.0,0
9617,1,0,0,1,0,3,0,0,0,27,0,7,0,0,"[('go',), ('year',), ('mother',), ('car',), ('boy',), ('old',), ('say',)]",[],[],6,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('NN', 'NN')}",0.0,0
9618,1,0,0,1,1,1,0,0,0,16,0,4,0,0,"[('found',), ('let',), ('say',), ('children',)]",[],[],2,"{('NN', 'IN'), ('IN', 'NN')}",0.1531,0
9619,1,0,0,3,0,2,0,0,0,9,0,0,0,0,[],[],[],1,"{('NN', 'NN')}",0.0,0
9620,0,0,0,1,1,4,0,1,0,35,0,7,0,0,"[('black',), ('make',), ('away',), ('countri',), ('time',), ('jew',), ('law',)]",[],[],8,"{('NNS', 'IN'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.0516,1
9621,1,0,0,0,0,3,0,0,0,21,0,5,1,0,"[('job',), ('govern',), ('like',), ('sound',), ('great',)]","[('sound', 'like')]",[],7,"{('PRP', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NNS', 'IN')}",0.765,1
9622,0,0,1,0,2,3,0,0,0,46,1,12,0,0,"[('half',), ('need',), ('hear',), ('mind',), ('like',), ('come',), ('reason',), ('word',), ('ok',), ('breed',), ('pictur',), ('kill',)]",[],[],7,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.4404,0
9623,1,0,1,0,0,2,0,1,0,17,0,3,0,0,"[('one',), ('attack',), ('come',)]",[],[],6,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ')}",-0.5106,0
9624,1,0,1,0,0,0,0,2,0,10,0,0,0,0,[],[],[],6,"{('NN', 'CC'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.0,0
9625,0,0,0,1,0,2,0,0,0,22,0,8,1,0,"[('muslim',), ('will',), ('need',), ('not',), ('land',), ('feel',), ('time',), ('skin',)]","[('will', 'not')]",[],6,"{('JJ', 'NNS'), ('PRP', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'JJ')}",0.0,1
9626,1,0,0,1,1,3,0,0,0,24,0,1,0,0,"[('youtub',)]",[],[],6,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('NN', 'NN'), ('NNS', 'IN')}",0.0,1
9627,1,0,0,1,0,2,0,0,0,7,0,2,0,0,"[('thank',), ('pictur',)]",[],[],3,"{('IN', 'DT'), ('NNS', 'IN'), ('JJ', 'NNS')}",0.4404,0
9628,1,0,0,1,0,1,0,1,0,8,0,2,0,0,"[('head',), ('like',)]",[],[],2,"{('NNS', 'VBP'), ('DT', 'NN')}",0.4215,0
9629,1,0,0,1,0,0,0,0,0,13,0,2,0,0,"[('public',), ('good',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'NN')}",0.4404,0
9630,1,0,0,1,0,1,0,0,0,15,0,3,0,0,"[('post',), ('like',), ('forum',)]",[],[],5,"{('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('IN', 'NN'), ('DT', 'NN')}",-0.024,1
9631,1,0,0,1,1,0,0,1,0,13,0,2,0,0,"[('think',), ('date',)]",[],[],4,"{('NN', 'CC'), ('JJ', 'NN'), ('NNS', 'IN'), ('JJ', 'NNS')}",0.0,0
9632,1,0,0,1,0,2,0,1,0,11,1,2,0,0,"[('lol',), ('great',)]",[],[],3,"{('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN')}",0.9413,0
9633,1,0,1,0,0,3,0,1,0,15,0,2,0,0,"[('live',), ('seen',)]",[],[],5,"{('NNS', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('IN', 'NN'), ('DT', 'NN')}",-0.4588,1
9634,1,0,0,1,0,0,0,1,0,5,0,2,0,0,"[('say',), ('be',)]",[],[],0,set(),0.0,1
9635,1,0,0,1,0,0,0,1,0,17,0,3,0,0,"[('look',), ('street',), ('town',)]",[],[],3,"{('IN', 'DT'), ('IN', 'NN'), ('NNS', 'IN')}",0.0,1
9636,1,0,0,1,0,2,0,0,0,18,0,3,0,0,"[('peopl',), ('leav',), ('free',)]",[],[],5,"{('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('IN', 'NN'), ('DT', 'NN')}",0.8074,0
9637,1,0,0,1,0,0,0,0,0,8,0,2,0,0,"[('peopl',), ('nt',)]",[],[],2,"{('TO', 'VB'), ('JJ', 'NNS')}",-0.3612,1
9638,1,0,0,1,0,1,0,1,0,8,0,2,0,0,"[('like',), ('hate',)]",[],[],4,"{('DT', 'NN'), ('NN', 'CC'), ('IN', 'DT'), ('NN', 'IN')}",-0.296,1
9639,1,0,1,0,0,0,0,0,0,7,0,0,0,0,[],[],[],2,"{('IN', 'NN'), ('PRP', 'VBP')}",-0.3412,1
9640,1,0,0,0,1,1,0,0,0,19,0,2,0,0,"[('show',), ('children',)]",[],[],6,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('NNS', 'IN')}",0.5106,0
9641,1,0,0,1,0,1,0,0,0,16,0,1,0,0,"[('nation',)]",[],[],2,"{('NN', 'CC'), ('PRP', 'VBP')}",-0.7783,0
9642,1,0,0,1,0,0,0,1,0,11,0,1,0,0,"[('know',)]",[],[],3,"{('NN', 'IN'), ('IN', 'NN'), ('DT', 'NN')}",-0.296,1
9643,1,0,0,1,0,2,0,0,0,18,0,1,0,0,"[('yes',)]",[],[],4,"{('DT', 'NN'), ('NN', 'IN'), ('DT', 'JJ'), ('JJ', 'NNS')}",0.4019,0
9644,1,0,0,1,0,0,0,0,0,6,0,0,0,0,[],[],[],3,"{('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.0258,1
9645,1,0,0,1,0,3,0,2,0,32,0,8,0,0,"[('news',), ('new',), ('heard',), ('check',), ('nation',), ('crime',), ('time',), ('pretti',)]",[],[],7,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.0772,1
9646,0,0,0,0,0,1,0,1,0,39,0,5,0,0,"[('black',), ('way',), ('like',), ('send',), ('good',)]",[],[],9,"{('NNS', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.7964,1
9647,1,0,0,1,2,1,0,0,0,16,0,2,0,0,"[('murder',), ('kill',)]",[],[],7,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.9217,1
9648,1,0,0,1,1,5,0,0,0,22,0,6,0,0,"[('ago',), ('week',), ('friend',), ('move',), ('coupl',), ('hous',)]",[],[],3,"{('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.0258,0
9649,1,0,0,0,1,1,0,0,0,11,0,2,0,0,"[('kill',), ('man',)]",[],[],4,"{('NN', 'IN'), ('JJ', 'NN'), ('NN', 'NN'), ('IN', 'NN')}",-0.6597,0
9650,1,0,0,3,1,0,0,0,0,13,0,5,0,0,"[('murder',), ('white',), ('coupl',), ('home',), ('negro',)]",[],[],4,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'NN')}",-0.765,0
9651,1,0,0,4,0,1,0,3,0,20,0,2,0,0,"[('murder',), ('coupl',)]",[],[],8,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.875,0
9652,1,0,0,1,3,4,0,0,0,19,0,2,0,0,"[('day',), ('kill',)]",[],[],6,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('NNS', 'IN')}",-0.8225,0
9653,1,0,0,1,0,3,0,0,0,22,0,2,0,0,"[('home',), ('believ',)]",[],[],8,"{('NNS', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('TO', 'VB'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.0,1
9654,1,0,0,1,1,0,0,0,0,20,0,4,0,0,"[('home',), ('found',), ('street',), ('coupl',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",-0.6369,1
9655,1,0,0,1,2,2,0,0,0,10,0,4,0,0,"[('coupl',), ('like',), ('kill',), ('believ',)]",[],[],4,"{('NNS', 'VBP'), ('IN', 'DT'), ('JJ', 'NN'), ('DT', 'NN')}",-0.6705,0
9656,1,0,0,1,2,5,0,1,0,27,0,6,0,0,"[('day',), ('use',), ('tri',), ('said',), ('coupl',), ('kill',)]",[],[],6,"{('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.8271,1
9657,1,1,0,0,1,2,0,1,0,8,0,1,0,0,"[('hell',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",-0.6239,1
9658,1,0,0,1,0,0,0,1,0,3,0,0,0,0,[],[],[],0,set(),0.4019,0
9659,1,0,0,1,1,3,0,2,0,23,0,3,0,0,"[('look',), ('found',), ('like',)]",[],[],7,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.4588,1
9660,1,0,0,1,0,1,0,0,0,4,0,0,0,0,[],[],[],2,"{('JJ', 'NN'), ('PRP', 'VBP')}",0.4588,0
9661,1,0,0,1,1,2,0,1,0,14,0,2,0,0,"[('care',), ('lot',)]",[],[],5,"{('NNS', 'VBP'), ('NN', 'IN'), ('TO', 'VB'), ('IN', 'NN'), ('NNS', 'IN')}",0.4588,1
9662,1,0,0,3,0,0,0,0,0,1,1,0,0,0,[],[],[],0,set(),0.0,0
9663,1,1,0,0,0,1,0,1,0,6,0,1,0,0,"[('learn',)]",[],[],1,"{('NN', 'NN')}",0.0,0
9664,1,0,0,6,1,6,0,0,0,33,1,5,0,0,"[('cop',), ('car',), ('funni',), ('right',), ('hous',)]",[],[],3,"{('NN', 'IN'), ('IN', 'DT'), ('DT', 'NN')}",0.4404,0
9665,1,0,0,1,2,9,0,3,0,28,0,5,0,0,"[('post',), ('attack',), ('men',), ('home',), ('woman',)]",[],[],5,"{('JJ', 'NNS'), ('NN', 'CC'), ('IN', 'NN'), ('NN', 'NN'), ('NNS', 'IN')}",-0.91,1
9666,1,0,0,1,0,0,0,1,0,2,0,0,0,0,[],[],[],1,"{('NN', 'NN')}",0.0,1
9667,1,0,0,1,1,2,0,0,0,19,0,5,0,0,"[('attack',), ('men',), ('said',), ('home',), ('woman',)]",[],[],3,"{('JJ', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.7906,0
9668,1,0,0,3,0,4,0,0,0,7,0,0,0,0,[],[],[],0,set(),0.0,0
9669,1,0,0,1,0,1,0,2,0,13,0,1,0,0,"[('word',)]",[],[],4,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'NN')}",0.0,0
9670,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[],[],[],0,set(),0.0,0
9671,1,0,0,4,4,2,0,0,0,24,0,6,0,0,"[('need',), ('racist',), ('school',), ('countri',), ('show',), ('say',)]",[],[],7,"{('NNS', 'VBP'), ('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'CC'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'NN')}",-0.6124,1
9672,0,0,0,1,0,1,0,0,0,20,0,3,0,0,"[('mix',), ('show',), ('coupl',)]",[],[],2,"{('DT', 'JJ'), ('JJ', 'NN')}",0.0,0
9673,1,0,0,1,0,0,0,0,0,8,0,3,0,0,"[('thing',), ('buy',), ('good',)]",[],[],3,"{('JJ', 'NN'), ('IN', 'NN'), ('PRP', 'VBP')}",0.4404,1
9674,1,0,0,1,0,2,0,0,0,10,0,2,0,0,"[('get',), ('work',)]",[],[],3,"{('NN', 'IN'), ('IN', 'DT'), ('DT', 'NN')}",0.296,1
9675,1,0,0,1,0,2,0,0,0,14,0,3,0,0,"[('feel',), ('run',), ('work',)]",[],[],3,"{('NNS', 'VBP'), ('TO', 'VB'), ('DT', 'NN')}",-0.5267,1
9676,1,0,0,1,0,0,0,1,0,5,0,1,0,0,"[('find',)]",[],[],0,set(),0.4576,0
9677,1,0,0,1,0,1,0,2,0,10,0,2,0,0,"[('look',), ('time',)]",[],[],0,set(),0.0,1
9678,1,0,0,1,0,1,0,1,0,13,0,4,0,0,"[('line',), ('hope',), ('die',), ('time',)]",[],[],3,"{('NN', 'IN'), ('IN', 'NN'), ('DT', 'NN')}",0.7224,1
